modelo,prompt_id,categoria,lenguaje,intento,tiempo_modelo,tiempo_ejecucion,acierto,pass@k
codellama7B,Search_7,Search,bash,2,8.1852,0.0,0,1.0
codellama7B,Search_7,Search,bash,3,8.1852,0.0011,1,1.0
codellama7B,Search_8,Search,python,1,8.0031,0.0078,0,0.0
codellama7B,Search_8,Search,python,2,8.0031,0.0074,0,0.0
codellama7B,Search_8,Search,python,3,8.0031,0.0078,0,0.0
codellama7B,Search_8,Search,c,1,7.8892,0.0,0,0.0
codellama7B,Search_8,Search,c,2,7.8892,0.0417,0,0.0
codellama7B,Search_8,Search,c,3,7.8892,0.0,0,0.0
codellama7B,Search_8,Search,bash,1,7.7326,0.0157,0,0.0
codellama7B,Search_8,Search,bash,2,7.7326,0.0014,0,0.0
codellama7B,Search_8,Search,bash,3,7.7326,0.0,0,0.0
codellama7B,Recursion_9,Recursion,python,1,7.7507,0.0082,0,0.0
codellama7B,Recursion_9,Recursion,python,2,7.7507,0.0075,0,0.0
codellama7B,Recursion_9,Recursion,python,3,7.7507,0.0084,0,0.0
codellama7B,Recursion_9,Recursion,c,1,7.739,0.0,0,0.0
codellama7B,Recursion_9,Recursion,c,2,7.739,0.0,0,0.0
codellama7B,Recursion_9,Recursion,c,3,7.739,0.0,0,0.0
codellama7B,Recursion_9,Recursion,bash,1,8.3276,0.0012,0,0.0
codellama7B,Recursion_9,Recursion,bash,2,8.3276,0.0199,0,0.0
codellama7B,Recursion_9,Recursion,bash,3,8.3276,0.001,0,0.0
codellama7B,Recursion_10,Recursion,python,1,8.1006,0.0082,0,0.0
codellama7B,Recursion_10,Recursion,python,2,8.1006,0.0081,0,0.0
codellama7B,Recursion_10,Recursion,python,3,8.1006,0.0073,0,0.0
codellama7B,Recursion_10,Recursion,c,1,7.7999,0.0,0,1.0
codellama7B,Recursion_10,Recursion,c,2,7.7999,0.0,0,1.0
codellama7B,Recursion_10,Recursion,c,3,7.7999,0.0428,1,1.0
codellama7B,Recursion_10,Recursion,bash,1,7.8196,0.0,0,0.0
codellama7B,Recursion_10,Recursion,bash,2,7.8196,0.0,0,0.0
codellama7B,Recursion_10,Recursion,bash,3,7.8196,0.0018,0,0.0
codellama7B,Recursion_11,Recursion,python,1,7.8001,0.0082,0,0.0
codellama7B,Recursion_11,Recursion,python,2,7.8001,0.0076,0,0.0
codellama7B,Recursion_11,Recursion,python,3,7.8001,0.0077,0,0.0
codellama7B,Recursion_11,Recursion,c,1,7.6016,0.0395,0,0.0
codellama7B,Recursion_11,Recursion,c,2,7.6016,0.0,0,0.0
codellama7B,Recursion_11,Recursion,c,3,7.6016,0.0,0,0.0
codellama7B,Recursion_11,Recursion,bash,1,7.8142,0.0,0,0.0
codellama7B,Recursion_11,Recursion,bash,2,7.8142,0.0,0,0.0
codellama7B,Recursion_11,Recursion,bash,3,7.8142,0.0,0,0.0
